epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
15,156.743,0.68318,1.44572,1.0004,0.62257,0.85778,0.89046,0.76659,0.71769,2.24296,1.05282,0.000244567,0.000244567,0.000244567
16,166.809,0.79219,1.6584,1.04205,0.65477,0.873,0.89816,0.77801,0.70565,2.19608,1.04095,0.000254085,0.000254085,0.000254085
17,177.015,0.74245,1.30876,1.00097,0.64865,0.8619,0.91161,0.69383,0.86051,2.25124,1.05192,0.00026269,0.00026269,0.00026269
18,187.073,0.71353,1.31344,0.97524,0.68346,0.86478,0.90401,0.7073,0.80849,2.10431,1.03831,0.000270382,0.000270382,0.000270382
19,197.199,0.81711,1.40861,0.98316,0.74948,0.833,0.88417,0.72949,0.85985,1.92106,1.03027,0.00027716,0.00027716,0.00027716
20,207.36,0.72903,1.54329,1.026,0.83684,0.84559,0.8786,0.6692,0.92349,1.92948,1.03334,0.000283024,0.000283024,0.000283024
21,218.149,0.67984,1.32327,0.9207,0.84115,0.77445,0.87848,0.68427,0.8708,1.97555,1.03487,0.000287975,0.000287975,0.000287975
22,228.627,0.62502,1.34701,0.99372,0.80764,0.86807,0.87846,0.7454,0.7619,1.9795,1.02666,0.000292012,0.000292012,0.000292012
23,238.716,0.88407,1.44557,1.02781,0.76108,0.86639,0.8788,0.74456,0.72402,1.84551,1.01231,0.000295136,0.000295136,0.000295136
24,248.856,0.74151,1.38067,1.02391,0.91175,0.84507,0.87104,0.73852,0.72057,1.84389,1.00297,0.000297346,0.000297346,0.000297346
25,259.112,0.71411,1.31107,0.99185,0.93091,0.83603,0.90111,0.74838,0.76024,1.84896,1.00116,0.000298643,0.000298643,0.000298643
26,269.194,0.71603,1.26283,1.00609,0.90371,0.83682,0.90546,0.75134,0.72122,1.93686,0.99288,0.000299026,0.000299026,0.000299026
27,279.353,0.63932,1.16404,0.97077,0.88062,0.825,0.87058,0.77241,0.67154,1.92009,0.99125,0.000298495,0.000298495,0.000298495
28,289.566,0.77855,1.47694,1.05255,0.91241,0.825,0.86254,0.7502,0.74328,1.95776,1.00307,0.000297051,0.000297051,0.000297051
29,299.656,0.63088,1.17963,0.95041,0.91241,0.825,0.86254,0.7502,0.74328,1.95776,1.00307,0.000294693,0.000294693,0.000294693
30,309.801,0.65642,1.15883,0.97452,0.91168,0.81348,0.8481,0.7595,0.79591,2.01368,1.01497,0.000291422,0.000291422,0.000291422
31,319.977,0.82393,1.44431,0.95233,0.91434,0.80271,0.85146,0.76631,0.72328,1.97005,1.01664,0.000287237,0.000287237,0.000287237
32,330.016,0.70531,1.27361,1.02041,0.912,0.81337,0.84102,0.77431,0.64205,1.9356,1.01752,0.000282138,0.000282138,0.000282138
33,340.216,0.77551,1.72341,1.00046,0.912,0.81337,0.84102,0.77431,0.64205,1.9356,1.01752,0.000276126,0.000276126,0.000276126
34,350.55,0.65445,1.13205,0.97856,0.91916,0.825,0.81001,0.71612,0.68379,1.90025,1.01229,0.000266535,0.000266535,0.000266535
35,360.756,0.81116,1.39222,1.05378,0.88699,0.825,0.80568,0.71602,0.73234,2.01338,1.0084,0.000251309,0.000251309,0.000251309
36,371.319,0.75523,1.1975,1.02831,0.89685,0.825,0.80689,0.72812,0.73507,2.15993,1.00505,0.000236083,0.000236083,0.000236083
37,381.842,0.66999,1.09886,0.95054,0.89685,0.825,0.80689,0.72812,0.73507,2.15993,1.00505,0.000220857,0.000220857,0.000220857
38,392.27,0.74504,1.26086,0.97669,0.75274,0.825,0.80596,0.73627,0.72759,2.2563,1.0079,0.000205631,0.000205631,0.000205631
39,402.398,0.65972,1.17626,0.98505,0.78605,0.65833,0.72672,0.65205,0.75258,2.3493,1.01919,0.000190404,0.000190404,0.000190404
40,412.576,0.70354,1.28077,1.02351,0.77288,0.65833,0.73162,0.64807,0.77609,2.29137,1.01357,0.000175178,0.000175178,0.000175178
41,423.429,0.5981,1.73666,1.04921,0.77288,0.65833,0.73162,0.64807,0.77609,2.29137,1.01357,0.000159952,0.000159952,0.000159952
42,433.815,0.75865,2.20114,0.99482,0.79109,0.65833,0.74544,0.67356,0.79166,2.246,1.01853,0.000144726,0.000144726,0.000144726
43,444.541,0.61537,1.60879,0.94582,0.72176,0.825,0.81418,0.7254,0.78872,2.18534,1.02622,0.0001295,0.0001295,0.0001295
44,454.881,0.58029,1.57765,0.95066,0.70279,0.825,0.81445,0.73804,0.76066,2.17372,1.02019,0.000114273,0.000114273,0.000114273
45,465.304,0.66608,2.44245,0.94464,0.70279,0.825,0.81445,0.73804,0.76066,2.17372,1.02019,9.90472e-05,9.90472e-05,9.90472e-05
46,475.843,0.54584,1.6804,0.87767,0.73022,0.825,0.83387,0.76046,0.75313,2.11564,1.00959,8.3821e-05,8.3821e-05,8.3821e-05
47,486.72,0.57625,1.74558,0.98768,0.75909,0.825,0.83408,0.76026,0.74182,2.04024,0.99613,6.85948e-05,6.85948e-05,6.85948e-05
48,497.199,0.50415,1.51865,0.87139,0.8056,0.825,0.84362,0.75788,0.75533,1.99552,0.99706,5.33686e-05,5.33686e-05,5.33686e-05
49,507.687,0.48739,1.48965,0.96233,0.8056,0.825,0.84362,0.75788,0.75533,1.99552,0.99706,3.81424e-05,3.81424e-05,3.81424e-05
50,518.069,0.62748,1.50941,0.96096,0.82055,0.825,0.84253,0.75725,0.7559,1.9835,0.99183,2.29162e-05,2.29162e-05,2.29162e-05
